type,color,year,length,condition,width,weight,price
SUV,White,2021,3.3,Poor,2.101043949411969,3572.0,8134
Standard,White,2022,2.93,Average,1.9693553427942803,2566.0,9867
Standard,Green,2022,3.09,Poor,2.0673090954539433,3313.0,11972
Standard,Black,2020,3.13,Good,2.506232251588723,3098.0,9817
SUV,Green,2022,3.01,Good,2.1531762707957465,2695.0,12868
SUV,Purple,2019,3.14,Poor,2.5206213359317777,2943.0,6068
SUV,Purple,2023,3.35,Good,2.0265865530125793,3176.0,15171
Standard,Black,2023,3.18,Good,2.035742630997729,,26124
SUV,Red,2021,3.09,Average,2.245589739026159,2980.0,9324
SUV,Green,2018,3.33,New Car,2.5062907043862563,3432.0,10511
SUV,Purple,2021,3.36,Average,2.1244079725658103,,8865
SUV,,2019,3.14,Average,2.3119413646420033,3066.0,8129
SUV,Green,2020,3.16,New Car,2.2478629639570635,3049.0,12819
SUV,Red,2021,3.36,Average,2.1760230391439084,3208.0,11450
Standard,Green,2020,2.98,Good,2.2542715479039845,,9947
SUV,Black,2021,3.44,Poor,2.1952193062058845,3030.0,10215
Standard,Purple,2022,2.99,Good,2.1999713921597905,3293.0,11374
Standard,White,2021,3.0,Average,2.0695668690806728,3238.0,9426
SUV,Black,2013,3.2,Average,3.112371000120545,3069.0,6208
SUV,Green,2021,3.23,Average,2.232010933961894,3240.0,9515
SUV,Red,2015,3.32,Average,2.81625083382852,3488.0,6949
Standard,White,2022,3.07,Poor,2.1405514272859363,2837.0,10295
Standard,White,2022,2.97,Poor,2.094472486463755,2752.0,11036
SUV,White,2021,3.48,Average,2.0969743342021543,3428.0,10133
Standard,Green,2021,3.09,Good,2.279036269863407,3664.0,10566
Standard,White,2023,2.82,Average,2.0750120433718413,,10557
Standard,Black,2023,3.04,New Car,2.1147796183839835,2489.0,16934
SUV,Green,2023,3.34,Good,1.9306858262047364,,18889
SUV,Green,2023,3.26,Average,2.028546376806572,3480.0,15294
Standard,Purple,2022,3.08,Average,1.9826912804673822,2881.0,9940
Standard,Red,2022,2.96,Good,1.9846440115859478,3308.0,12090
Standard,Purple,2022,3.14,Good,1.9013204317357943,3084.0,12702
Standard,Red,2023,3.28,Good,2.144864185470114,3283.0,16082
Standard,Black,2022,2.98,Average,1.916317106600551,3006.0,10890
SUV,Red,2022,3.48,Average,2.1072454472815774,3444.0,12958
Standard,White,2022,2.95,Good,2.230332152203671,2932.0,11071
SUV,Black,2020,3.04,Average,2.1132363325292336,2861.0,8919
SUV,Green,2022,3.43,Good,2.1567176164340225,3571.0,13756
SUV,Red,2020,3.3,Poor,2.251281224881592,3131.0,8265
Standard,White,2020,3.05,Good,2.1474521581425203,2850.0,8593
Standard,White,2016,2.99,Good,2.7414425127584323,2526.0,6957
Standard,Purple,2023,2.99,Good,1.9307439281335623,2912.0,21583
SUV,White,2015,3.37,Average,2.8163442970549095,3879.0,7346
Standard,Black,2023,3.01,Poor,2.079490936961382,2748.0,14720
SUV,White,2022,3.17,Good,2.2058552437662686,2790.0,15890
Standard,Black,2023,2.99,Good,1.991148449887637,3010.0,15470
Standard,White,2021,2.98,Average,2.1823797357838934,3614.0,10684
Standard,Green,2018,3.0,Good,2.395880479836911,2921.0,8486
Standard,Green,2023,3.0,Poor,2.094635482001478,3527.0,11352
Standard,White,2023,2.99,Good,2.015802684645429,2959.0,12988
Standard,Red,2023,3.02,Average,1.8866634594699767,3311.0,13759
SUV,Green,2007,3.16,Good,2.718685875797278,2514.0,6249
Standard,White,2022,3.0,Good,2.1576709267095042,3191.0,13031
Standard,Red,2022,2.86,Average,2.126142408294684,2949.0,10052
Standard,Green,2022,3.0,Average,2.0983687997465084,2419.0,10723
SUV,Red,2019,3.25,New Car,2.4850209344675918,3133.0,12050
Standard,White,2023,2.87,Poor,1.9440938977464106,3039.0,10544
SUV,Green,2023,3.25,New Car,2.012420802195227,3143.0,36092
SUV,Black,2022,3.27,New Car,2.0552086717308935,3055.0,14328
SUV,White,2022,3.22,Poor,2.219845276595662,3113.0,11044
SUV,Black,2018,3.14,Poor,2.5674516118270834,3306.0,7046
Standard,White,2016,3.01,Good,2.523799939371318,2942.0,7377
Standard,White,2018,3.01,Poor,2.4868154561390936,3390.0,5618
Standard,Black,2022,2.9,Average,2.0736266801938337,3284.0,10375
SUV,Purple,2018,3.37,Poor,2.561691183639834,3419.0,6088
SUV,Red,2018,3.43,Good,2.5096648253313245,3562.0,9443
Standard,Red,2021,3.25,New Car,2.2974197938978826,3297.0,12891
SUV,Red,2019,3.38,Good,2.545990362634507,3126.0,10926
SUV,Black,2023,3.31,Poor,2.116651275344688,3434.0,15865
SUV,Black,2018,3.27,Poor,2.4357409101085867,2902.0,7685
Standard,Red,2015,3.05,Good,2.7910203270389093,,7088
Standard,Red,2021,2.88,Poor,2.150488023551378,2749.0,7640
Standard,Black,2022,2.94,Good,2.0282638750288133,2874.0,11698
SUV,Green,1999,3.36,Poor,2.235746357083574,3767.0,4296
Standard,White,2019,2.87,New Car,2.4857419654872683,2627.0,9904
SUV,Purple,2023,3.1,Poor,1.9574422320618525,2989.0,12824
SUV,Black,2021,3.14,Good,2.1413146643239043,3461.0,11899
SUV,Black,2020,3.48,Good,2.314945715965239,3020.0,10929
Standard,Red,2012,3.16,Good,2.9908362069730403,,6900
SUV,Purple,2021,3.54,New Car,2.155125569424713,3444.0,11476
SUV,Black,2018,3.23,Good,2.405204797741658,3082.0,8138
Standard,Purple,2016,2.92,Good,2.7602674799059246,2584.0,5752
SUV,Green,1996,3.33,Good,2.1293952270709555,3201.0,5439
SUV,Black,2017,3.38,Poor,2.599483354529061,3600.0,7389
Standard,Black,2021,2.85,Good,2.1759016570642165,,10161
SUV,White,2022,3.58,Good,2.309605111663524,3086.0,15052
SUV,Purple,2023,3.06,Average,2.071423244624344,2886.0,12016
Standard,Black,2017,2.88,Average,2.6589837765062634,2679.0,6455
SUV,Green,2015,3.47,Good,2.750315833869088,3525.0,8510
Standard,Black,2021,3.04,Good,2.2271158530143667,3058.0,10008
SUV,White,2021,3.2,Poor,2.2737819830938206,3091.0,9170
Standard,Red,2022,3.0,Poor,2.2073706098498493,3036.0,10524
Standard,Red,2020,2.97,Poor,2.4026593150403266,3007.0,6813
SUV,Green,2022,3.23,Average,1.9965136524885019,2990.0,10978
Standard,White,2010,2.84,New Car,2.96198283875375,2663.0,7240
SUV,Red,2015,3.22,Good,2.8200543857047213,,7475
Standard,Green,2023,2.99,Good,1.9259816786184234,2888.0,13509
Standard,Black,2022,2.9,Good,2.2230145868202156,2533.0,10979
Standard,White,2019,3.02,New Car,2.429304894782511,2718.0,10789
Standard,Purple,2023,2.99,Good,1.9427663995101132,2812.0,13032
SUV,White,2015,3.31,Poor,2.783849378105891,3642.0,6514
SUV,Black,2022,3.3,Average,2.143356954565722,3570.0,12632
Standard,Purple,2022,3.1,Good,2.104803476994245,3376.0,9908
SUV,Black,2022,3.35,Poor,2.1856627793589603,3474.0,10835
SUV,Black,2021,3.31,Good,2.0854624525710026,3524.0,10426
SUV,Black,2018,3.15,Good,2.5112102052804617,3285.0,8154
Standard,Red,2022,2.97,Good,2.2237818439413677,3013.0,15372
Standard,Purple,2012,2.93,New Car,3.108469197658036,2994.0,6371
Standard,Black,2020,2.96,Average,2.340690720190213,2692.0,9475
SUV,White,2020,3.34,Poor,2.384968138083015,3545.0,8165
Standard,Purple,2017,3.04,Average,2.328961532624378,,6056
SUV,Green,2023,3.42,Average,2.105423454139203,3159.0,20088
SUV,Purple,2023,3.26,Good,1.9884541571529772,,13425
SUV,White,2021,3.35,Good,2.3825168355766926,3525.0,12670
SUV,White,2023,3.26,Poor,2.0984180909790693,3343.0,14361
Standard,Green,2022,2.98,Average,2.1391084476189692,3074.0,13363
Standard,Purple,2015,2.93,Good,2.6935050149546216,3027.0,6014
SUV,Black,2014,3.34,Good,2.9106913663376135,3330.0,7207
Standard,White,2023,2.99,Good,2.065863103644319,2880.0,12763
Standard,Purple,2018,2.96,Average,2.391427497206246,3080.0,6100
SUV,Black,2021,3.44,New Car,2.1656773853573585,3670.0,15025
SUV,White,2000,3.27,Good,2.523395415945864,,5475
SUV,Green,2019,3.31,Poor,2.500630811095971,3158.0,7263
Standard,Black,2019,3.13,Average,2.4584654214619035,2919.0,7770
SUV,Purple,2021,3.31,Poor,2.341287375862866,3194.0,7726
Standard,Black,2018,3.07,Good,2.730756132767534,3464.0,7957
Standard,White,2017,3.02,Good,2.7888809940871786,,8012
Standard,White,2015,2.84,Poor,2.7084589605159364,2863.0,5653
SUV,Black,2018,3.34,Good,2.4826973754835198,3157.0,10219
SUV,Black,2019,3.26,Good,2.4995821763083352,3339.0,10740
SUV,Red,2020,3.52,Good,2.4058234759338877,,12263
SUV,Purple,2018,3.14,Poor,2.3468606197240307,3607.0,4950
Standard,Black,2019,2.91,Poor,2.523200298589813,2668.0,6524
Standard,White,2023,3.03,Good,1.8424408945972366,,15589
Standard,Green,2023,3.02,Poor,1.9205267689227288,2909.0,12024
Standard,Purple,2022,2.86,New Car,2.1224919072612,2748.0,10659
SUV,White,2022,3.35,Average,1.9323845857950723,3424.0,13897
SUV,White,2021,3.35,Poor,2.432815623880562,,9721
Standard,Green,2021,3.13,Good,2.390705306156889,3155.0,10782
Standard,Green,2012,3.0,Good,2.9567193271511156,2810.0,6819
SUV,White,2021,3.41,Good,2.275285823598922,3273.0,12422
Standard,Green,2021,3.1,Good,2.2599230825877963,3534.0,12308
SUV,Green,2023,3.25,Average,2.0859228390901188,3588.0,17672
Standard,Black,2018,3.01,Good,2.5316871274737496,3360.0,8271
Standard,Black,2021,3.05,Poor,2.2227825624203312,3206.0,8543
Standard,Green,2020,3.07,Poor,2.3119322906089077,3006.0,8280
SUV,Purple,2016,3.45,Poor,2.6531414700256546,3274.0,5919
Standard,Red,2022,2.98,Average,2.1681776254053853,3059.0,9736
SUV,White,2012,3.32,Good,2.8618223384539325,3373.0,6953
Standard,Black,2017,3.0,Good,2.586526313189486,3218.0,8283
SUV,White,2022,3.36,Average,2.1073749847048644,3384.0,11641
Standard,White,2019,2.81,New Car,2.3703593497659865,2362.0,8626
Standard,Black,2019,3.07,Average,2.610080892122412,3083.0,8049
SUV,Red,2020,3.34,Good,2.332589747067167,3612.0,10948
SUV,Purple,2019,3.21,Average,2.5994494383508364,3350.0,6981
Standard,White,2013,3.0,Average,2.9811663630516385,2870.0,5797
SUV,White,2008,3.28,Average,2.837856960706543,3207.0,5936
Standard,Green,2023,2.94,Good,1.9698341002553557,,17537
SUV,Black,2019,3.15,Poor,2.3856428133423297,3143.0,7150
SUV,Green,2021,3.1,Poor,2.13751932966703,3324.0,8074
Standard,Red,2022,3.02,Poor,2.179810830257327,3242.0,8290
SUV,Red,2023,3.16,Poor,2.0875091727585815,2739.0,11878
SUV,Black,2022,3.26,Poor,2.2027397392248904,3284.0,10195
Standard,White,2017,2.88,Average,2.74911987484861,3236.0,6620
Standard,Green,2021,2.91,Good,2.3901860150919827,3139.0,9996
Standard,Purple,2016,3.0,Poor,2.4876358053558443,2947.0,5002
